Date;Service;Gare de départ;Gare d'arrivée;Durée moyenne du trajet;Nombre de circulations prévues;Nombre de trains annulés;Commentaire annulations;Nombre de trains en retard au départ;Retard moyen des trains en retard au départ;Retard moyen de tous les trains au départ;Commentaire retards au départ;Nombre de trains en retard à l'arrivée;Retard moyen des trains en retard à l'arrivée;Retard moyen de tous les trains à l'arrivée;Commentaire retards à l'arrivée;Nombre trains en retard > 15min;Retard moyen trains en retard > 15 (si liaison concurrencée par vol);Nombre trains en retard > 30min;Nombre trains en retard > 60min;Prct retard pour causes externes;Prct retard pour cause infrastructure;Prct retard pour cause gestion trafic;Prct retard pour cause matériel roulant;Prct retard pour cause gestion en gare et réutilisation de matériel;Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)
2018-01;National;LILLE;MARSEILLE ST CHARLES;307;190;4;;50;7.381333333333336;2.0434587813620086;;35;44.1152380952381;9.93826164874552;;35;9.93826164874553;13;7;57.14285714285714;19.047619047619047;4.761904761904762;9.523809523809524;4.761904761904762;4.761904761904762
2018-01;National;LYON PART DIEU;LILLE;189;296;3;;218;10.358103975535167;7.809613196814559;;67;44.437313432835815;12.04897610921502;"Deux accidents de personne  se sont produits sur le secteur Nord. l’un à Fresnoy avec un train Eurostar le 16. et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards. le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points. représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois. cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité. exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.";64;12.048976109215008;35;12;30.769230769230777;32.6923076923077;9.615384615384617;17.30769230769231;3.846153846153847;5.76923076923077
2018-01;National;PARIS NORD;ARRAS;51;287;5;;50;8.698333333333332;1.4771867612293146;;40;17.369166666666665;2.908333333333332;;15;2.908333333333334;5;2;41.66666666666667;25.0;8.333333333333334;19.444444444444446;5.555555555555556;0.0
2018-01;National;PARIS NORD;DOUAI;69;192;2;;29;10.393678160919542;1.437105263157895;;30;19.247777777777777;2.288070175438595;;11;2.2880701754385973;5;3;37.50000000000001;33.333333333333336;12.5;12.5;4.166666666666667;0.0
2018-01;National;PARIS VAUGIRARD;NANTES;140;62;0;;15;11.64111111111111;2.52204301075269;;10;34.23166666666666;7.565591397849462;;6;7.565591397849463;3;3;30.000000000000004;30.000000000000004;20.000000000000004;10.000000000000002;10.000000000000002;0.0
2018-01;National;ANNECY;PARIS LYON;224;198;0;;12;8.070833333333333;0.4891414141414141;;38;37.24605263157895;8.552525252525253;;38;8.552525252525253;14;5;23.809523809523807;42.85714285714285;9.523809523809526;14.285714285714285;4.761904761904763;4.761904761904763
2018-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;205;3;;27;6.514197530864196;0.5099009900990098;;15;25.294444444444448;1.4013201320132014;;9;1.4013201320131965;3;2;30.76923076923077;23.07692307692308;23.07692307692308;0.0;7.6923076923076925;15.384615384615383
2018-01;National;MONTPELLIER;LYON PART DIEU;112;299;6;;107;11.309034267912772;4.264106939704208;;62;31.848387096774182;9.122184300341294;;46;9.122184300341296;21;4;28.57142857142857;34.285714285714285;22.857142857142858;11.428571428571429;2.857142857142857;0.0
2018-01;National;MULHOUSE VILLE;PARIS LYON;168;328;8;;106;6.577044025157231;2.199895833333333;;24;34.37361111111111;2.2802083333333334;;19;2.2802083333333343;8;4;37.5;12.5;29.166666666666668;4.166666666666667;4.166666666666667;12.5
2018-01;National;PARIS LYON;ANNECY;225;199;1;;29;13.083908045977012;1.7466329966329968;;21;41.095238095238095;7.090909090909091;Décontrôle d’aiguille à la bif de Créteil;21;7.090909090909091;10;5;19.047619047619047;33.33333333333333;19.047619047619047;28.57142857142857;0.0;0.0
2018-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;128;202;2;;25;11.62066666666667;1.1435833333333332;;23;31.26884057971015;5.849249999999999;;18;5.849250000000003;8;2;9.090909090909092;36.36363636363637;9.090909090909092;31.818181818181824;9.090909090909092;4.545454545454546
2018-01;National;PARIS LYON;DIJON VILLE;96;468;6;;62;11.569354838709677;1.2275252525252536;;40;31.12083333333333;3.146212121212122;;32;3.146212121212121;16;4;14.285714285714285;40.0;17.14285714285714;25.71428571428571;2.857142857142857;0.0
2018-01;National;PARIS LYON;MULHOUSE VILLE;168;299;5;;47;10.888652482269505;1.487414965986395;;49;31.264625850340128;6.390646258503402;;39;6.390646258503409;18;4;15.909090909090908;29.545454545454547;18.181818181818183;27.27272727272728;2.272727272727273;6.818181818181819
2018-01;National;PARIS LYON;NICE VILLE;349;196;2;;24;14.0125;1.3944158075601374;;25;48.577333333333335;7.979810996563573;Dérangement de commutateur sur LN1 vers Tonnerre;25;7.979810996563577;15;7;60.8695652173913;21.73913043478261;0.0;13.043478260869565;4.347826086956521;0.0
2018-01;National;PARIS LYON;NIMES;177;294;0;;47;12.22801418439716;1.6262471655328796;;54;31.90154320987654;6.489739229024941;;38;6.489739229024948;19;8;20.0;32.0;20.0;20.0;8.0;0.0
2018-01;National;PARIS LYON;TOULON;239;221;2;;27;13.038888888888888;1.2692541856925412;;30;41.18388888888888;7.635159817351602;Extinction du Tableau de Commande Optique (TCO) sur LGV. au niveau de Mâcon.;30;7.635159817351591;18;4;39.285714285714285;35.714285714285715;7.142857142857144;10.714285714285715;3.571428571428572;3.571428571428572
2018-01;National;VALENCE ALIXAN TGV;PARIS LYON;132;280;2;;130;11.222179487179488;5.252158273381294;;48;39.124652777777776;5.893585131894483;;45;5.893585131894489;21;7;17.500000000000004;37.50000000000001;12.500000000000004;25.000000000000007;2.5000000000000004;5.000000000000001
2018-01;International;PARIS EST;STUTTGART;186;155;4;;20;10.3;1.3420529801324512;;15;33.309999999999995;5.728366445916113;;15;5.728366445916122;6;2;26.666666666666668;6.666666666666667;20.0;46.66666666666666;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;POITIERS;93;506;4;;62;7.71774193548387;0.6440903054448869;;52;13.484935897435898;2.7169322709163346;;16;2.716932270916335;6;0;26.923076923076923;42.30769230769231;11.538461538461538;19.23076923076924;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;ST MALO;156;102;0;;12;19.9125;1.966666666666666;;13;48.62307692307692;6.790686274509802;"Ce mois-ci. l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";8;6.724757281553403;6;4;23.07692307692308;46.15384615384615;7.6923076923076925;15.384615384615383;7.6923076923076925;0.0
2018-01;National;PARIS MONTPARNASSE;TOURS;72;186;0;;30;9.582777777777777;1.0939068100358422;;48;12.231249999999998;4.334856630824374;"Ce mois-ci. l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";9;4.334856630824373;5;0;19.23076923076924;46.15384615384615;11.538461538461538;19.23076923076924;3.846153846153847;0.0
2018-01;National;NANTES;STRASBOURG;303;39;0;;22;2.8356060606060605;1.6649572649572657;;5;32.986666666666665;5.741025641025639;;5;5.741025641025642;2;1;0.0;0.0;33.33333333333333;33.33333333333333;0.0;33.33333333333333
2018-01;National;PARIS EST;REIMS;45;218;1;;34;5.491666666666666;0.7907834101382486;;21;12.041269841269845;1.4355606758832564;;6;1.4355606758832573;0;0;18.75;12.5;6.25;18.75;43.75;0.0
2018-01;National;PARIS EST;STRASBOURG;112;494;9;;49;6.267006802721088;0.576323024054982;;14;27.3;0.7781443298969069;;11;0.7781443298969053;5;1;25.0;8.333333333333332;8.333333333333332;50.0;8.333333333333332;0.0
2018-01;National;ARRAS;PARIS NORD;51;312;4;;118;8.863983050847462;3.565259740259745;;64;22.25078125000001;5.351785714285713;"Deux accidents de personne  se sont produits sur le secteur Nord. l’un à Fresnoy avec un train Eurostar le 16. et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards. le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points. représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois. cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité. exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.";16;5.351785714285712;9;5;24.324324324324326;21.62162162162162;35.13513513513514;13.513513513513514;5.405405405405405;0.0
2018-01;National;DOUAI;PARIS NORD;77;197;3;;39;8.032905982905984;1.8029209621993136;;37;21.4009009009009;5.046907216494848;;10;5.046907216494843;5;3;36.36363636363637;18.181818181818183;22.72727272727273;18.181818181818183;4.545454545454546;0.0
2018-01;National;PARIS VAUGIRARD;BORDEAUX ST JEAN;165;63;1;;12;22.31805555555556;3.893279569892474;;5;44.55;3.429569892473119;"7653 du 25 + 99: accident de personne
7653 du 1 +57: Soin matériel roulant";4;3.429569892473118;3;1;60.0;0.0;0.0;40.0;0.0;0.0
2018-01;National;AVIGNON TGV;PARIS LYON;159;538;0;;109;11.687308868501528;2.113475836431224;;88;31.96856060606061;5.79792441140025;;62;5.797924411400248;35;12;36.47058823529412;24.70588235294118;16.47058823529412;18.82352941176471;0.0;3.5294117647058822
2018-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;217;323;6;;181;12.37053406998158;7.174973711882229;;49;44.03129251700681;8.152208201892744;"7829 du 31 +81: collision de 7801
7827 du 20 +30: espacement suite incident porte 9736
7825 du 28 + 109: soin matériel roulant 7810";49;8.152208201892746;22;10;46.66666666666667;16.666666666666668;6.666666666666668;20.0;6.666666666666668;3.333333333333334
2018-01;National;MONTPELLIER;PARIS LYON;206;340;2;;122;10.991803278688522;4.073619329388557;;58;44.755747126436766;7.465581854043393;Heurt d’un chevreuil par OUIGO 7801 vers Valence-TGV;58;7.465581854043394;31;11;22.0;38.0;12.0;22.0;2.0;4.0
2018-01;National;NICE VILLE;PARIS LYON;346;197;0;;84;9.961309523809527;4.370642978003383;;33;46.82525252525252;8.570981387478849;Décontrôle d’aiguilles. à Solers;33;8.570981387478845;20;8;38.70967741935484;25.806451612903224;9.67741935483871;19.35483870967742;0.0;6.451612903225806
2018-01;National;PARIS LYON;AIX EN PROVENCE TGV;186;424;0;;49;10.284353741496597;0.9068396226415096;;47;36.94645390070922;4.3408805031446525;;44;4.340880503144655;21;5;33.333333333333336;37.77777777777778;11.111111111111112;17.77777777777778;0.0;0.0
2018-01;National;PARIS LYON;GRENOBLE;180;262;0;;40;9.715;1.226208651399491;;40;34.38666666666667;6.618193384223919;;32;6.618193384223919;15;8;15.384615384615383;25.64102564102564;28.2051282051282;28.2051282051282;2.564102564102564;0.0
2018-01;National;PERPIGNAN;PARIS LYON;305;166;0;;54;10.13395061728395;3.4015060240963853;;36;48.68425925925926;10.48413654618474;Dérangement de commutateur sur LN1 vers Tonnerre;36;10.484136546184738;21;9;20.68965517241379;41.37931034482758;10.344827586206897;27.58620689655172;0.0;0.0
2018-01;International;BARCELONA;PARIS LYON;390;35;0;;10;1.4;0.3142857142857143;;7;57.67619047619048;9.219047619047616;;7;9.219047619047618;3;3;14.285714285714285;14.285714285714285;14.285714285714285;57.14285714285714;0.0;0.0
2018-01;International;PARIS LYON;ITALIE;394;94;0;;27;11.26172839506173;2.997695035460993;;22;55.68181818181818;11.601063829787234;;22;11.601063829787234;15;6;33.33333333333333;19.04761904761905;23.80952380952381;14.285714285714285;9.523809523809526;0.0
2018-01;International;ZURICH;PARIS LYON;176;122;3;;65;4.369230769230769;2.3865546218487395;;8;36.81458333333334;2.3906162464986;;7;2.3906162464985994;3;1;37.5;12.5;25.0;12.5;0.0;12.5
2018-01;National;LE MANS;PARIS MONTPARNASSE;56;406;1;;213;8.47996870109546;4.567119341563785;;105;18.049047619047624;5.363539094650209;"Ce mois-ci. l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)
Le 17 : Présence d’une personne dans les voies à Ste Luce (11 TGV ; 212mn)
Le 26 : Heurt d’une personne au niveau de Tiercé (44 TGV ; 1578mn)";32;5.363539094650204;9;4;20.0;35.0;16.666666666666664;16.666666666666664;8.333333333333332;3.333333333333333
2018-01;National;NANTES;PARIS MONTPARNASSE;128;525;3;;193;7.294991364421416;2.720210727969348;;84;33.481150793650784;7.225734355044692;;56;7.225734355044703;29;11;37.33333333333333;26.666666666666668;21.33333333333333;4.0;9.333333333333332;1.333333333333333
2018-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;90;385;3;;49;8.362585034013605;0.7301047120418843;;52;19.843589743589742;4.249432809773122;;22;4.249432809773124;8;1;21.428571428571427;23.809523809523807;21.428571428571427;23.809523809523807;9.523809523809524;0.0
2018-01;National;PARIS MONTPARNASSE;QUIMPER;220;248;1;;37;9.501351351351351;1.0039811066126856;;26;55.69230769230769;7.578947368421052;"Ce mois-ci. l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";26;7.548387096774194;17;7;26.923076923076927;38.46153846153847;15.384615384615383;19.23076923076924;0.0;0.0
2018-01;National;POITIERS;PARIS MONTPARNASSE;94;472;4;;224;6.784672619047619;3.229700854700857;;89;14.59269662921349;4.882371794871799;;42;4.882371794871806;10;0;15.789473684210527;45.6140350877193;19.29824561403509;15.789473684210527;1.754385964912281;1.754385964912281
2018-01;National;QUIMPER;PARIS MONTPARNASSE;223;256;1;;9;16.333333333333332;0.5794771241830065;;21;39.09523809523809;5.940849673202615;;21;5.917643229166665;9;2;27.77777777777778;55.55555555555556;0.0;5.555555555555555;5.555555555555555;5.555555555555555
2018-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;61;410;1;;173;6.719267822736033;2.954808475957619;;114;13.045614035087713;4.359739201303996;"Ce mois-ci. l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";26;4.359739201303994;9;0;22.72727272727273;45.45454545454546;16.666666666666668;12.121212121212125;1.5151515151515154;1.5151515151515154
2018-01;National;TOURS;PARIS MONTPARNASSE;75;194;0;;12;5.727777777777778;0.3330756013745703;;35;11.131428571428572;2.929295532646046;;7;2.929295532646042;1;0;25.0;56.25;6.25;12.5;0.0;0.0
2018-01;National;NANCY;PARIS EST;93;306;1;;71;8.252347417840378;1.9818579234972689;;33;15.962121212121213;1.1925683060109298;;13;1.192568306010929;5;0;21.052631578947366;21.052631578947366;36.84210526315789;10.526315789473683;5.263157894736842;5.263157894736842
2018-01;National;PARIS EST;METZ;84;310;0;;41;6.409349593495934;0.8235483870967739;;24;11.888888888888888;0.7599999999999999;;7;0.7600000000000011;1;0;26.666666666666668;6.666666666666667;13.333333333333334;40.0;13.333333333333334;0.0
2018-01;National;STRASBOURG;NANTES;286;40;1;;9;4.151851851851851;0.8987179487179484;;5;46.75333333333334;8.574786324786327;;5;8.574786324786329;2;2;20.0;20.0;40.0;20.0;0.0;0.0
2018-01;National;MARSEILLE ST CHARLES;LILLE;307;187;2;;40;8.270416666666666;1.778288288288287;;37;45.59459459459459;10.795585585585588;;37;10.795585585585586;19;7;32.25806451612903;35.483870967741936;9.67741935483871;12.903225806451612;3.225806451612903;6.451612903225806
2018-01;National;BORDEAUX ST JEAN;PARIS VAUGIRARD;144;62;0;;15;22.39444444444445;5.397580645161292;;9;45.39259259259259;6.180913978494622;"7656 du 2 + 26: Alerte à la bombe à BX
7656 du 9 +43: Soin matériel roulant (défaut onduleur)
7656 du 25 +50: Accident de personne à LE
7658 du 1 +52: Tempête CARMEN
7658 du 7 +41: Dérangement de signalisation MPW
7658 du 25 +77: Accident de personne LE";7;6.180913978494625;5;2;11.111111111111112;11.111111111111112;22.222222222222225;55.55555555555556;0.0;0.0
2018-01;National;TOURCOING;BORDEAUX ST JEAN;286;31;0;;5;8.4;1.3548387096774193;;7;47.864285714285714;12.044086021505375;"7839 du 23 +310: Accident de personne
7839 du 21 +58: obstacle sur voie ou aux abords";7;12.044086021505375;3;1;0.0;0.0;33.33333333333333;66.66666666666666;0.0;0.0
2018-01;National;TOURCOING;MARSEILLE ST CHARLES;309;31;1;;0;0.0;0.0;;1;58.88333333333333;2.3450000000000006;7669 du 25 +159: Accident de personne;1;2.345;1;0;100.0;0.0;0.0;0.0;0.0;0.0
2018-01;National;BELLEGARDE (AIN);PARIS LYON;162;259;3;;115;8.253188405797102;3.758333333333334;;53;34.96918238993711;7.531966145833336;;42;7.531966145833344;21;9;54.90196078431373;19.607843137254903;15.68627450980392;1.96078431372549;5.88235294117647;1.96078431372549
2018-01;National;GRENOBLE;PARIS LYON;183;245;0;;37;8.027027027027026;1.2122448979591838;;23;46.31449275362318;6.12374149659864;Le 9760 heurte un chevreuil vers Le-Creusot-Montchanin-TGV;25;6.123741496598642;13;6;17.64705882352941;52.94117647058824;0.0;23.529411764705884;5.882352941176471;0.0
2018-01;National;LYON PART DIEU;PARIS LYON;120;659;3;;384;6.34457465277778;3.82342479674797;;85;26.805490196078427;4.030614837398371;;53;4.030614837398375;20;6;26.666666666666668;24.0;26.666666666666668;17.333333333333332;5.333333333333333;0.0
2018-01;National;LYON PART DIEU;MARSEILLE ST CHARLES;107;539;7;;271;16.212423124231236;8.403414786967419;;114;39.7388888888889;9.378195488721811;;96;9.3781954887218;46;21;30.666666666666664;28.0;20.0;14.666666666666664;1.3333333333333333;5.333333333333333
2018-01;National;MACON LOCHE;PARIS LYON;99;225;1;;153;11.776252723311549;8.031622023809527;;49;26.26054421768708;6.021279761904758;;38;6.021279761904763;10;1;16.216216216216218;27.027027027027028;32.432432432432435;21.62162162162162;2.702702702702702;0.0
2018-01;National;PARIS LYON;BELLEGARDE (AIN);160;231;2;;34;5.780882352941175;0.5634643377001457;;64;36.38802083333334;11.860917030567691;;49;11.860917030567691;24;10;40.0;25.454545454545453;25.454545454545453;5.454545454545454;3.636363636363636;0.0
2018-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78;208;0;;18;10.465740740740742;0.5028044871794869;;36;17.180092592592587;4.026282051282051;;14;4.026282051282051;8;0;20.0;32.0;24.000000000000004;20.0;4.0;0.0
2018-01;National;PARIS LYON;PERPIGNAN;308;145;0;;29;14.505172413793105;2.5280459770114927;;23;39.61884057971015;8.224597701149424;;23;8.224597701149424;12;3;13.636363636363637;59.09090909090909;9.090909090909092;18.181818181818183;0.0;0.0
2018-01;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;168;112;0;;13;9.105128205128205;0.6534226190476192;;21;25.95952380952381;5.868154761904763;;14;5.868154761904768;5;2;16.666666666666668;38.88888888888889;22.222222222222225;16.666666666666668;5.555555555555556;0.0
2018-01;National;TOULON;PARIS LYON;241;273;0;;113;9.69631268436578;4.13119658119658;;42;42.43055555555556;7.002319902319902;Extinction du Tableau de Commande Optique (TCO) sur LGV. au niveau de Mâcon.;42;7.002319902319902;24;8;38.46153846153847;28.20512820512821;7.6923076923076925;20.512820512820515;0.0;5.128205128205129
2018-01;International;ITALIE;PARIS LYON;439;95;1;;79;5.829113924050633;4.962765957446808;;34;41.40931372549019;17.091843971631203;;34;17.091843971631207;12;7;23.52941176470588;17.647058823529413;41.17647058823529;17.647058823529413;0.0;0.0
2018-01;International;PARIS LYON;GENEVE;194;207;0;;28;5.822023809523809;0.5043478260869566;;35;46.34809523809524;7.602495974235103;;35;7.602495974235107;26;7;58.06451612903226;25.806451612903224;9.67741935483871;3.225806451612903;3.225806451612903;0.0
